Wed 25 Dec 2024 10:11:03 IST

SLURM_JOBID:		 2098572
             	RE1 dist: 1843.6331676136363		 Val RE1 dist: 2778.816015625
             	SED dist: 2.276656064120206		 Val SED dist: 3.7539573669433595

Epoch 316/65000: Training Loss: 1.2024688720703125		 Val Loss: 2.223428726196289
             	Training MAE: 0.17405110597610474		 Val MAE: 0.13109055161476135
             	Algebraic dist: 40.396997625177555		 Val Algebraic dist: 49.957159423828124
             	RE1 dist: 1706.7975852272727		 Val RE1 dist: 2640.9181640625
             	SED dist: 2.199316544966264		 Val SED dist: 4.3486686706542965

Epoch 317/65000: Training Loss: 1.3118343353271484		 Val Loss: 2.3242477416992187
             	Training MAE: 0.1733808070421219		 Val MAE: 0.12429904192686081
             	Algebraic dist: 42.5277793190696		 Val Algebraic dist: 56.459130859375
             	RE1 dist: 1934.967862215909		 Val RE1 dist: 3448.867578125
             	SED dist: 2.418393915349787		 Val SED dist: 4.549551391601563

Epoch 318/65000: Training Loss: 1.2489743666215376		 Val Loss: 2.3672657012939453
             	Training MAE: 0.17809954285621643		 Val MAE: 0.12781007587909698
             	Algebraic dist: 41.44901344992898		 Val Algebraic dist: 53.8032470703125
             	RE1 dist: 1883.537997159091		 Val RE1 dist: 3106.758984375
             	SED dist: 2.276411923495206		 Val SED dist: 4.636616516113281

Epoch 319/65000: Training Loss: 1.3379479321566494		 Val Loss: 2.273194122314453
             	Training MAE: 0.17316333949565887		 Val MAE: 0.13503089547157288
             	Algebraic dist: 43.21984585848722		 Val Algebraic dist: 50.47895812988281
             	RE1 dist: 1934.2341974431818		 Val RE1 dist: 2792.7623046875
             	SED dist: 2.468823866410689		 Val SED dist: 4.444701385498047

Epoch 320/65000: Training Loss: 1.3474347374655984		 Val Loss: 2.5563331604003907
             	Training MAE: 0.17195913195610046		 Val MAE: 0.13374410569667816
             	Algebraic dist: 43.62523859197443		 Val Algebraic dist: 54.51455078125
             	RE1 dist: 1929.7682883522727		 Val RE1 dist: 3943.435546875
             	SED dist: 2.49787729436701		 Val SED dist: 5.012927627563476

Epoch 321/65000: Training Loss: 1.354684136130593		 Val Loss: 2.1355113983154297
             	Training MAE: 0.17252245545387268		 Val MAE: 0.12448828667402267
             	Algebraic dist: 43.31634244051847		 Val Algebraic dist: 50.70003051757813
             	RE1 dist: 1938.5932173295455		 Val RE1 dist: 2907.3265625
             	SED dist: 2.5044815757057886		 Val SED dist: 4.1752571105957035

Epoch 322/65000: Training Loss: 1.2133026990023525		 Val Loss: 2.5150100708007814
             	Training MAE: 0.1778273582458496		 Val MAE: 0.13164958357810974
             	Algebraic dist: 40.9031982421875		 Val Algebraic dist: 57.6798095703125
             	RE1 dist: 1729.5736860795455		 Val RE1 dist: 3423.638671875
             	SED dist: 2.202937039462003		 Val SED dist: 4.93122444152832

Epoch 323/65000: Training Loss: 1.26095589724454		 Val Loss: 2.563247299194336
             	Training MAE: 0.17564010620117188		 Val MAE: 0.1293170154094696
             	Algebraic dist: 41.79054676402699		 Val Algebraic dist: 57.619146728515624
             	RE1 dist: 1749.2468039772727		 Val RE1 dist: 3733.584765625
             	SED dist: 2.311213406649503		 Val SED dist: 5.026421356201172

Epoch 324/65000: Training Loss: 1.3017071810635654		 Val Loss: 2.0650344848632813
             	Training MAE: 0.17571379244327545		 Val MAE: 0.13165561854839325
             	Algebraic dist: 41.43984707919034		 Val Algebraic dist: 46.81678771972656
             	RE1 dist: 1849.020596590909		 Val RE1 dist: 3199.937890625
             	SED dist: 2.3907963145862925		 Val SED dist: 4.032522201538086

Epoch 325/65000: Training Loss: 1.4602042111483486		 Val Loss: 2.1546451568603517
             	Training MAE: 0.1728876680135727		 Val MAE: 0.1271599680185318
             	Algebraic dist: 46.28893210671165		 Val Algebraic dist: 49.90458679199219
             	RE1 dist: 2283.948153409091		 Val RE1 dist: 2733.90390625
             	SED dist: 2.721671537919478		 Val SED dist: 4.215322113037109

Epoch 326/65000: Training Loss: 1.400283466685902		 Val Loss: 2.206315612792969
             	Training MAE: 0.1761091649532318		 Val MAE: 0.12842759490013123
             	Algebraic dist: 43.27501331676137		 Val Algebraic dist: 49.26554870605469
             	RE1 dist: 2046.6294389204545		 Val RE1 dist: 2808.272265625
             	SED dist: 2.584585363214666		 Val SED dist: 4.317848968505859

Epoch 327/65000: Training Loss: 1.346923741427335		 Val Loss: 1.9616281509399414
             	Training MAE: 0.1748470664024353		 Val MAE: 0.13947507739067078
             	Algebraic dist: 44.09563099254262		 Val Algebraic dist: 47.21756591796875
             	RE1 dist: 2178.0962357954545		 Val RE1 dist: 2583.746484375
             	SED dist: 2.486210909756747		 Val SED dist: 3.819733428955078

Epoch 328/65000: Training Loss: 1.307301781394265		 Val Loss: 1.8478134155273438
             	Training MAE: 0.17785018682479858		 Val MAE: 0.13308918476104736
             	Algebraic dist: 42.38231034712358		 Val Algebraic dist: 44.2049560546875
             	RE1 dist: 1876.8460582386363		 Val RE1 dist: 2632.6109375
             	SED dist: 2.398499922318892		 Val SED dist: 3.5963603973388674

Epoch 329/65000: Training Loss: 1.206998044794256		 Val Loss: 2.4983152389526366
             	Training MAE: 0.1759466677904129		 Val MAE: 0.12237948924303055
             	Algebraic dist: 41.13245738636363		 Val Algebraic dist: 54.45401611328125
             	RE1 dist: 1647.0690696022727		 Val RE1 dist: 3220.875
             	SED dist: 2.205188577825373		 Val SED dist: 4.905352020263672

Epoch 330/65000: Training Loss: 1.4275406924161045		 Val Loss: 2.2890035629272463
             	Training MAE: 0.1736936718225479		 Val MAE: 0.12633392214775085
             	Algebraic dist: 43.981842041015625		 Val Algebraic dist: 52.100048828125
             	RE1 dist: 2055.6079545454545		 Val RE1 dist: 2900.880859375
             	SED dist: 2.6495930064808237		 Val SED dist: 4.482612609863281

Epoch 331/65000: Training Loss: 1.4365511807528408		 Val Loss: 2.1767932891845705
             	Training MAE: 0.1726798266172409		 Val MAE: 0.12654104828834534
             	Algebraic dist: 43.33180930397727		 Val Algebraic dist: 50.284906005859376
             	RE1 dist: 2005.5191761363637		 Val RE1 dist: 3016.3849609375
             	SED dist: 2.671828876842152		 Val SED dist: 4.260581207275391

Epoch 332/65000: Training Loss: 1.3915401805530896		 Val Loss: 2.296347236633301
             	Training MAE: 0.17126496136188507		 Val MAE: 0.1329934448003769
             	Algebraic dist: 43.58562954989347		 Val Algebraic dist: 51.386322021484375
             	RE1 dist: 2033.3293678977273		 Val RE1 dist: 2890.1919921875
             	SED dist: 2.5721185857599433		 Val SED dist: 4.494387817382813

Epoch 333/65000: Training Loss: 1.2877703579989346		 Val Loss: 2.0292427062988283
             	Training MAE: 0.1740943044424057		 Val MAE: 0.12852178514003754
             	Algebraic dist: 42.591821843927555		 Val Algebraic dist: 48.884420776367186
             	RE1 dist: 1936.9273792613637		 Val RE1 dist: 2952.3193359375
             	SED dist: 2.363279169256037		 Val SED dist: 3.9638290405273438

Epoch 334/65000: Training Loss: 1.2178868380459873		 Val Loss: 2.1669898986816407
             	Training MAE: 0.17135034501552582		 Val MAE: 0.12789461016654968
             	Algebraic dist: 41.07708185369318		 Val Algebraic dist: 50.95086669921875
             	RE1 dist: 1709.5626775568182		 Val RE1 dist: 3044.777734375
             	SED dist: 2.2307919588955967		 Val SED dist: 4.239068984985352

Epoch 335/65000: Training Loss: 1.4217109680175781		 Val Loss: 1.9460647583007813
             	Training MAE: 0.1790899634361267		 Val MAE: 0.13029548525810242
             	Algebraic dist: 43.78430453213778		 Val Algebraic dist: 46.136871337890625
             	RE1 dist: 2095.4662642045455		 Val RE1 dist: 2615.20234375
             	SED dist: 2.627113862471147		 Val SED dist: 3.796826171875

Epoch 336/65000: Training Loss: 1.2268495559692383		 Val Loss: 2.1237916946411133
             	Training MAE: 0.17432357370853424		 Val MAE: 0.12453814595937729
             	Algebraic dist: 40.00087668678977		 Val Algebraic dist: 49.93209228515625
             	RE1 dist: 1622.98828125		 Val RE1 dist: 2740.7767578125
             	SED dist: 2.2476796236905185		 Val SED dist: 4.155113983154297

Epoch 337/65000: Training Loss: 1.4988947781649502		 Val Loss: 2.6295970916748046
             	Training MAE: 0.17748324573040009		 Val MAE: 0.12238800525665283
             	Algebraic dist: 44.235626220703125		 Val Algebraic dist: 55.69722290039063
             	RE1 dist: 2076.3091264204545		 Val RE1 dist: 4384.128515625
             	SED dist: 2.788354526866566		 Val SED dist: 5.168376159667969

Epoch 338/65000: Training Loss: 1.5077700181440874		 Val Loss: 2.920754051208496
             	Training MAE: 0.17569364607334137		 Val MAE: 0.1303691267967224
             	Algebraic dist: 45.85278875177557		 Val Algebraic dist: 60.33140869140625
             	RE1 dist: 2492.718927556818		 Val RE1 dist: 3653.15546875
             	SED dist: 2.8003385717218574		 Val SED dist: 5.746512222290039

Epoch 339/65000: Training Loss: 1.4587567069313743		 Val Loss: 2.3854137420654298
             	Training MAE: 0.17094899713993073		 Val MAE: 0.13313648104667664
             	Algebraic dist: 45.85507479580966		 Val Algebraic dist: 52.38124389648438
             	RE1 dist: 1967.208096590909		 Val RE1 dist: 3960.652734375
             	SED dist: 2.716311888261275		 Val SED dist: 4.674041366577148

Epoch 340/65000: Training Loss: 1.703957817771218		 Val Loss: 2.7434024810791016
             	Training MAE: 0.17350968718528748		 Val MAE: 0.12465100735425949
             	Algebraic dist: 49.81940252130682		 Val Algebraic dist: 62.3926025390625
             	RE1 dist: 2572.8638139204545		 Val RE1 dist: 4026.65703125
             	SED dist: 3.201827656139027		 Val SED dist: 5.39378776550293

Epoch 341/65000: Training Loss: 1.5489645871249111		 Val Loss: 2.1477264404296874
             	Training MAE: 0.17978575825691223		 Val MAE: 0.13846272230148315
             	Algebraic dist: 51.06992409446023		 Val Algebraic dist: 50.6978759765625
             	RE1 dist: 2608.73046875		 Val RE1 dist: 3451.2984375
             	SED dist: 2.8745731006969106		 Val SED dist: 4.192910385131836

Epoch 342/65000: Training Loss: 1.4198943051424893		 Val Loss: 2.2150604248046877
             	Training MAE: 0.1771421730518341		 Val MAE: 0.12572979927062988
             	Algebraic dist: 46.07597767223012		 Val Algebraic dist: 50.26602783203125
             	RE1 dist: 2040.0046164772727		 Val RE1 dist: 3103.184765625
             	SED dist: 2.6239681243896484		 Val SED dist: 4.336911392211914

Epoch 343/65000: Training Loss: 1.31410720131614		 Val Loss: 1.9536098480224608
             	Training MAE: 0.1777455061674118		 Val MAE: 0.12700171768665314
             	Algebraic dist: 42.47149935635653		 Val Algebraic dist: 48.3239013671875
             	RE1 dist: 1909.0628551136363		 Val RE1 dist: 2760.3529296875
             	SED dist: 2.4074472947554155		 Val SED dist: 3.815664291381836

Epoch 344/65000: Training Loss: 1.3437286723743787		 Val Loss: 2.3548173904418945
             	Training MAE: 0.16924931108951569		 Val MAE: 0.1292213499546051
             	Algebraic dist: 42.85141268643466		 Val Algebraic dist: 53.172149658203125
             	RE1 dist: 1977.4556107954545		 Val RE1 dist: 3566.57578125
             	SED dist: 2.4852549813010474		 Val SED dist: 4.616916275024414

Epoch 345/65000: Training Loss: 1.3353456150401721		 Val Loss: 2.7616092681884767
             	Training MAE: 0.17261257767677307		 Val MAE: 0.12292909622192383
             	Algebraic dist: 43.04998779296875		 Val Algebraic dist: 53.031707763671875
             	RE1 dist: 1826.8219105113637		 Val RE1 dist: 2634.8423828125
             	SED dist: 2.4721249667080967		 Val SED dist: 5.434608840942383

Epoch 346/65000: Training Loss: 1.334554065357555		 Val Loss: 2.138443183898926
             	Training MAE: 0.17429964244365692		 Val MAE: 0.12986889481544495
             	Algebraic dist: 40.01164384321733		 Val Algebraic dist: 47.18141174316406
             	RE1 dist: 1774.4937855113637		 Val RE1 dist: 2534.766015625
             	SED dist: 2.4644622802734375		 Val SED dist: 4.182768630981445

Epoch 347/65000: Training Loss: 1.2217546809803357		 Val Loss: 2.1527767181396484
             	Training MAE: 0.16492606699466705		 Val MAE: 0.12855589389801025
             	Algebraic dist: 41.5561689897017		 Val Algebraic dist: 45.748965454101565
             	RE1 dist: 1606.7034801136363		 Val RE1 dist: 2410.685546875
             	SED dist: 2.26380070773038		 Val SED dist: 4.213953018188477

Epoch 348/65000: Training Loss: 1.3571773875843396		 Val Loss: 2.0447668075561523
             	Training MAE: 0.17384138703346252		 Val MAE: 0.12501418590545654
             	Algebraic dist: 43.05588600852273		 Val Algebraic dist: 47.65774230957031
             	RE1 dist: 1977.0081676136363		 Val RE1 dist: 2525.115234375
             	SED dist: 2.506994767622514		 Val SED dist: 4.000318145751953

Epoch 349/65000: Training Loss: 1.2797371257435193		 Val Loss: 2.599342918395996
             	Training MAE: 0.17526838183403015		 Val MAE: 0.12936840951442719
             	Algebraic dist: 39.87386252663352		 Val Algebraic dist: 55.02286376953125
             	RE1 dist: 1800.1912286931818		 Val RE1 dist: 2907.11171875
             	SED dist: 2.3511631705544214		 Val SED dist: 5.107801055908203

Epoch 350/65000: Training Loss: 1.3456913341175427		 Val Loss: 2.0277536392211912
             	Training MAE: 0.17516908049583435		 Val MAE: 0.1277327835559845
             	Algebraic dist: 40.638402765447445		 Val Algebraic dist: 45.49962158203125
             	RE1 dist: 1877.3455255681818		 Val RE1 dist: 2324.0916015625
             	SED dist: 2.483348326249556		 Val SED dist: 3.965281295776367

Epoch 351/65000: Training Loss: 1.1193483526056462		 Val Loss: 2.073699188232422
             	Training MAE: 0.17079752683639526		 Val MAE: 0.12556752562522888
             	Algebraic dist: 37.74608820134943		 Val Algebraic dist: 47.21085205078125
             	RE1 dist: 1358.5338245738637		 Val RE1 dist: 2396.4556640625
             	SED dist: 2.036825006658381		 Val SED dist: 4.058246612548828

Epoch 352/65000: Training Loss: 1.199810721657493		 Val Loss: 2.431538391113281
             	Training MAE: 0.17175154387950897		 Val MAE: 0.12489984929561615
             	Algebraic dist: 39.2204423384233		 Val Algebraic dist: 55.12822265625
             	RE1 dist: 1687.6383167613637		 Val RE1 dist: 3612.1671875
             	SED dist: 2.2026927254416724		 Val SED dist: 4.772776412963867

Epoch 353/65000: Training Loss: 1.3790483474731445		 Val Loss: 2.0551610946655274
             	Training MAE: 0.17179685831069946		 Val MAE: 0.13319450616836548
             	Algebraic dist: 43.32185225053267		 Val Algebraic dist: 45.64708251953125
             	RE1 dist: 1942.770596590909		 Val RE1 dist: 2353.49921875
             	SED dist: 2.5631103515625		 Val SED dist: 4.017452239990234

Epoch 354/65000: Training Loss: 1.3787902485240588		 Val Loss: 2.0494455337524413
             	Training MAE: 0.17086167633533478		 Val MAE: 0.13085436820983887
             	Algebraic dist: 43.86492365056818		 Val Algebraic dist: 44.8422607421875
             	RE1 dist: 1959.9474431818182		 Val RE1 dist: 2354.7859375
             	SED dist: 2.5567082491788		 Val SED dist: 4.00724983215332

Epoch 355/65000: Training Loss: 1.3401822176846592		 Val Loss: 2.4516841888427736
             	Training MAE: 0.1724216639995575		 Val MAE: 0.124174565076828
             	Algebraic dist: 42.16442038796165		 Val Algebraic dist: 50.98648376464844
             	RE1 dist: 2002.0522017045455		 Val RE1 dist: 2571.903515625
             	SED dist: 2.477690263227983		 Val SED dist: 4.816561126708985

Epoch 356/65000: Training Loss: 1.2439917651089756		 Val Loss: 2.0459402084350584
             	Training MAE: 0.17364344000816345		 Val MAE: 0.12584294378757477
             	Algebraic dist: 40.46908291903409		 Val Algebraic dist: 47.44200744628906
             	RE1 dist: 1699.5553977272727		 Val RE1 dist: 2882.15546875
             	SED dist: 2.279888153076172		 Val SED dist: 4.003396987915039

Epoch 357/65000: Training Loss: 1.5517217462713069		 Val Loss: 2.435685729980469
             	Training MAE: 0.17327944934368134		 Val MAE: 0.1213221624493599
             	Algebraic dist: 43.89164040305398		 Val Algebraic dist: 49.478170776367186
             	RE1 dist: 2171.109552556818		 Val RE1 dist: 2517.8130859375
             	SED dist: 2.8973189267245205		 Val SED dist: 4.786279296875

Epoch 358/65000: Training Loss: 1.220252123746005		 Val Loss: 2.298060417175293
             	Training MAE: 0.16965904831886292		 Val MAE: 0.1263267993927002
             	Algebraic dist: 39.136322021484375		 Val Algebraic dist: 48.564230346679686
             	RE1 dist: 1488.4794921875		 Val RE1 dist: 2705.7587890625
             	SED dist: 2.2476269115101206		 Val SED dist: 4.507955932617188

Epoch 359/65000: Training Loss: 1.2258879921653054		 Val Loss: 2.5909109115600586
             	Training MAE: 0.17161144316196442		 Val MAE: 0.1300232708454132
             	Algebraic dist: 39.71509343927557		 Val Algebraic dist: 55.9501220703125
             	RE1 dist: 1639.94921875		 Val RE1 dist: 3323.908203125
             	SED dist: 2.2546506361527876		 Val SED dist: 5.089561080932617

Epoch 360/65000: Training Loss: 1.3130665692416104		 Val Loss: 2.181141471862793
             	Training MAE: 0.1710222065448761		 Val MAE: 0.13307629525661469
             	Algebraic dist: 41.82548384232955		 Val Algebraic dist: 46.58968811035156
             	RE1 dist: 1782.0001775568182		 Val RE1 dist: 2456.600390625
             	SED dist: 2.4274546883322974		 Val SED dist: 4.270582962036133

Epoch 361/65000: Training Loss: 1.2621517181396484		 Val Loss: 2.498365020751953
             	Training MAE: 0.1697276383638382		 Val MAE: 0.12182165682315826
             	Algebraic dist: 39.8519980690696		 Val Algebraic dist: 51.309503173828126
             	RE1 dist: 1701.1193181818182		 Val RE1 dist: 2734.9275390625
             	SED dist: 2.3305325941606		 Val SED dist: 4.911370468139649

Epoch 362/65000: Training Loss: 1.2454710873690518		 Val Loss: 2.403206443786621
             	Training MAE: 0.1703527420759201		 Val MAE: 0.12141221761703491
             	Algebraic dist: 37.71337058327415		 Val Algebraic dist: 48.374237060546875
             	RE1 dist: 1591.0564630681818		 Val RE1 dist: 2371.90859375
             	SED dist: 2.29082575711337		 Val SED dist: 4.719972229003906

Epoch 363/65000: Training Loss: 1.7273400046608665		 Val Loss: 2.229136085510254
             	Training MAE: 0.16664057970046997		 Val MAE: 0.1266915500164032
             	Algebraic dist: 45.02669178355824		 Val Algebraic dist: 44.80497741699219
             	RE1 dist: 2265.1012073863635		 Val RE1 dist: 2263.3703125
             	SED dist: 3.2641722939231177		 Val SED dist: 4.371173477172851

Epoch 364/65000: Training Loss: 1.4494715603915127		 Val Loss: 2.272699737548828
             	Training MAE: 0.16637569665908813		 Val MAE: 0.12242569029331207
             	Algebraic dist: 42.54023881392045		 Val Algebraic dist: 49.579290771484374
             	RE1 dist: 1833.67578125		 Val RE1 dist: 2704.31640625
             	SED dist: 2.71676982532848		 Val SED dist: 4.460237121582031

Epoch 365/65000: Training Loss: 1.326180631464178		 Val Loss: 2.2796253204345702
             	Training MAE: 0.17487728595733643		 Val MAE: 0.12318453192710876
             	Algebraic dist: 40.4691328568892		 Val Algebraic dist: 50.8295654296875
             	RE1 dist: 1750.2013494318182		 Val RE1 dist: 2742.6638671875
             	SED dist: 2.4374351501464844		 Val SED dist: 4.47240104675293

Epoch 366/65000: Training Loss: 1.3069881959394976		 Val Loss: 2.062790298461914
             	Training MAE: 0.1736329197883606		 Val MAE: 0.13891270756721497
             	Algebraic dist: 44.15476573597301		 Val Algebraic dist: 44.063925170898436
             	RE1 dist: 1833.110262784091		 Val RE1 dist: 2278.4400390625
             	SED dist: 2.406320745294744		 Val SED dist: 4.027255249023438

Epoch 367/65000: Training Loss: 1.3057321201671253		 Val Loss: 2.1768049240112304
             	Training MAE: 0.16954362392425537		 Val MAE: 0.12176989763975143
             	Algebraic dist: 42.06059681285512		 Val Algebraic dist: 47.71360473632812
             	RE1 dist: 1886.3854758522727		 Val RE1 dist: 2398.7146484375
             	SED dist: 2.4123334017666904		 Val SED dist: 4.269823455810547

Epoch 368/65000: Training Loss: 1.300402814691717		 Val Loss: 2.5753398895263673
             	Training MAE: 0.16910073161125183		 Val MAE: 0.13054250180721283
             	Algebraic dist: 41.33562122691762		 Val Algebraic dist: 48.8512451171875
             	RE1 dist: 1918.2533735795455		 Val RE1 dist: 3061.5595703125
             	SED dist: 2.407582716508345		 Val SED dist: 5.061997604370117

Epoch 369/65000: Training Loss: 1.2308288921009412		 Val Loss: 1.9382354736328125
             	Training MAE: 0.170839324593544		 Val MAE: 0.12745393812656403
             	Algebraic dist: 38.840734308416195		 Val Algebraic dist: 44.65843200683594
             	RE1 dist: 1484.0686257102273		 Val RE1 dist: 2302.44765625
             	SED dist: 2.2621144381436435		 Val SED dist: 3.789813232421875

Epoch 370/65000: Training Loss: 1.2340736389160156		 Val Loss: 2.102850151062012
             	Training MAE: 0.1695978194475174		 Val MAE: 0.1296040564775467
             	Algebraic dist: 38.60180941495028		 Val Algebraic dist: 44.67659912109375
             	RE1 dist: 1521.981534090909		 Val RE1 dist: 2238.3384765625
             	SED dist: 2.273900118741122		 Val SED dist: 4.116509628295899

Epoch 371/65000: Training Loss: 1.2245281392877752		 Val Loss: 2.195309066772461
             	Training MAE: 0.1694980412721634		 Val MAE: 0.12293390929698944
             	Algebraic dist: 39.13428011807528		 Val Algebraic dist: 48.535125732421875
             	RE1 dist: 1550.6558948863637		 Val RE1 dist: 2585.6337890625
             	SED dist: 2.252031152898615		 Val SED dist: 4.304370880126953

Epoch 372/65000: Training Loss: 1.3289813995361328		 Val Loss: 2.0507781982421873
             	Training MAE: 0.16442464292049408		 Val MAE: 0.12362703680992126
             	Algebraic dist: 41.520849054509945		 Val Algebraic dist: 46.857730102539065
             	RE1 dist: 1836.897372159091		 Val RE1 dist: 2493.241015625
             	SED dist: 2.471247066151012		 Val SED dist: 4.016519165039062

Epoch 373/65000: Training Loss: 1.2877185127951882		 Val Loss: 2.139169692993164
             	Training MAE: 0.16977515816688538		 Val MAE: 0.1292210966348648
             	Algebraic dist: 42.5316162109375		 Val Algebraic dist: 46.491748046875
             	RE1 dist: 1782.186612215909		 Val RE1 dist: 2278.376953125
             	SED dist: 2.3798788244074043		 Val SED dist: 4.190706253051758

Epoch 374/65000: Training Loss: 1.4631812355735085		 Val Loss: 1.9485343933105468
             	Training MAE: 0.16867130994796753		 Val MAE: 0.12503856420516968
             	Algebraic dist: 43.90911310369318		 Val Algebraic dist: 44.957855224609375
             	RE1 dist: 1952.4568536931818		 Val RE1 dist: 2765.3349609375
             	SED dist: 2.7366832386363638		 Val SED dist: 3.811284637451172

Epoch 375/65000: Training Loss: 1.508751088922674		 Val Loss: 2.4533626556396486
             	Training MAE: 0.1702418476343155		 Val MAE: 0.11865399032831192
             	Algebraic dist: 44.0050215287642		 Val Algebraic dist: 51.36270751953125
             	RE1 dist: 1982.4002130681818		 Val RE1 dist: 3180.0693359375
             	SED dist: 2.8181284124200996		 Val SED dist: 4.824000549316406

Epoch 376/65000: Training Loss: 1.2629335576837712		 Val Loss: 1.9765697479248048
             	Training MAE: 0.17383965849876404		 Val MAE: 0.1371658593416214
             	Algebraic dist: 39.78763927112926		 Val Algebraic dist: 44.17409057617188
             	RE1 dist: 1779.7164417613637		 Val RE1 dist: 2462.1453125
             	SED dist: 2.3145051435990767		 Val SED dist: 3.8583538055419924

Epoch 377/65000: Training Loss: 1.20765174518932		 Val Loss: 2.33633975982666
             	Training MAE: 0.17168644070625305		 Val MAE: 0.12483668327331543
             	Algebraic dist: 39.97133289683949		 Val Algebraic dist: 48.82591857910156
             	RE1 dist: 1594.5035511363637		 Val RE1 dist: 2408.3890625
             	SED dist: 2.208203922618519		 Val SED dist: 4.587736511230469

Epoch 378/65000: Training Loss: 1.2407949621027166		 Val Loss: 2.368702507019043
             	Training MAE: 0.16467581689357758		 Val MAE: 0.12373679131269455
             	Algebraic dist: 39.76417402787642		 Val Algebraic dist: 47.875482177734376
             	RE1 dist: 1578.421875		 Val RE1 dist: 2512.540625
             	SED dist: 2.294236269864169		 Val SED dist: 4.653178024291992

Epoch 379/65000: Training Loss: 1.3374510678378018		 Val Loss: 2.6038772583007814
             	Training MAE: 0.16484162211418152		 Val MAE: 0.12161334604024887
             	Algebraic dist: 42.58613170276988		 Val Algebraic dist: 53.61317749023438
             	RE1 dist: 1829.1471946022727		 Val RE1 dist: 3713.659375
             	SED dist: 2.4912965947931465		 Val SED dist: 5.123635482788086

Epoch 380/65000: Training Loss: 1.6041351665150037		 Val Loss: 2.7332174301147463
             	Training MAE: 0.17109771072864532		 Val MAE: 0.12889432907104492
             	Algebraic dist: 47.91534423828125		 Val Algebraic dist: 53.356396484375
             	RE1 dist: 2428.27734375		 Val RE1 dist: 2967.98984375
             	SED dist: 2.9940466447310015		 Val SED dist: 5.377928161621094

Epoch 381/65000: Training Loss: 1.292820323597301		 Val Loss: 2.368318557739258
             	Training MAE: 0.1752985715866089		 Val MAE: 0.13792294263839722
             	Algebraic dist: 40.05036787553267		 Val Algebraic dist: 47.15701599121094
             	RE1 dist: 1849.9280894886363		 Val RE1 dist: 2512.0435546875
             	SED dist: 2.3747340115633877		 Val SED dist: 4.641274261474609

Epoch 382/65000: Training Loss: 1.2049632505937056		 Val Loss: 2.447741889953613
             	Training MAE: 0.16690491139888763		 Val MAE: 0.1239672377705574
             	Algebraic dist: 38.36644952947443		 Val Algebraic dist: 47.26943664550781
             	RE1 dist: 1451.0359552556818		 Val RE1 dist: 2476.837109375
             	SED dist: 2.2310092232444068		 Val SED dist: 4.812465667724609

Epoch 383/65000: Training Loss: 1.1507313468239524		 Val Loss: 1.9936489105224608
             	Training MAE: 0.17113205790519714		 Val MAE: 0.1168195977807045
             	Algebraic dist: 36.05299238725142		 Val Algebraic dist: 44.252069091796876
             	RE1 dist: 1333.9611150568182		 Val RE1 dist: 2415.137109375
             	SED dist: 2.104111758145419		 Val SED dist: 3.9074638366699217

Epoch 384/65000: Training Loss: 1.3493193713101475		 Val Loss: 2.0776065826416015
             	Training MAE: 0.171320378780365		 Val MAE: 0.12718281149864197
             	Algebraic dist: 39.13453535600142		 Val Algebraic dist: 43.478494262695314
             	RE1 dist: 1699.680575284091		 Val RE1 dist: 2103.449609375
             	SED dist: 2.503123023293235		 Val SED dist: 4.07042121887207

Epoch 385/65000: Training Loss: 1.2168591239235618		 Val Loss: 2.5184837341308595
             	Training MAE: 0.16785866022109985		 Val MAE: 0.12937937676906586
             	Algebraic dist: 38.21817848899148		 Val Algebraic dist: 46.76285095214844
             	RE1 dist: 1506.497159090909		 Val RE1 dist: 2400.34921875
             	SED dist: 2.2422521764581855		 Val SED dist: 4.949991989135742

Epoch 386/65000: Training Loss: 1.2689272273670544		 Val Loss: 2.167145347595215
             	Training MAE: 0.17164860665798187		 Val MAE: 0.12122322618961334
             	Algebraic dist: 38.64438698508523		 Val Algebraic dist: 44.61051940917969
             	RE1 dist: 1549.1100852272727		 Val RE1 dist: 2314.198046875
             	SED dist: 2.3445297588001597		 Val SED dist: 4.252942657470703

Epoch 387/65000: Training Loss: 1.5669368397105823		 Val Loss: 1.9230497360229493
             	Training MAE: 0.169800266623497		 Val MAE: 0.1359088122844696
             	Algebraic dist: 44.631128484552555		 Val Algebraic dist: 40.35137939453125
             	RE1 dist: 2016.59375		 Val RE1 dist: 1885.6453125
             	SED dist: 2.939758994362571		 Val SED dist: 3.754586410522461

Epoch 388/65000: Training Loss: 1.2574797543612393		 Val Loss: 2.1339290618896483
             	Training MAE: 0.17430146038532257		 Val MAE: 0.13116472959518433
             	Algebraic dist: 38.834991455078125		 Val Algebraic dist: 44.614532470703125
             	RE1 dist: 1573.2785866477273		 Val RE1 dist: 2569.8505859375
             	SED dist: 2.312037554654208		 Val SED dist: 4.179744720458984

Epoch 389/65000: Training Loss: 1.1737408204512163		 Val Loss: 2.0966766357421873
             	Training MAE: 0.1692580282688141		 Val MAE: 0.12843050062656403
             	Algebraic dist: 37.85743297230113		 Val Algebraic dist: 46.42409057617188
             	RE1 dist: 1507.1457741477273		 Val RE1 dist: 2979.687890625
             	SED dist: 2.1500315232710405		 Val SED dist: 4.100221252441406

